,Variable,Max,Average,Min
2020-10-01,Gust Wind,45.0,2.39,0.0
2020-10-01,Sea Level Pressure,30.28,29.72,28.92
2020-11-01,Max Temperature,61.0,55.28,46.0
2020-11-01,Avg Temperature,60.8,51.27,42.88
2020-11-01,Min Temperature,59.0,45.76,30.0
2020-11-01,Dew Point,61.0,46.12,30.0
2020-11-01,Precipitation,0.0,0.0,0.0
2020-11-01,Snowdepth,0.0,0.0,0.0
2020-11-01,Wind,26.0,6.04,0.0
2020-11-01,Gust Wind,46.0,2.61,0.0
2020-11-01,Sea Level Pressure,30.66,30.06,29.31
2020-12-01,Max Temperature,57.0,48.17,36.0
2020-12-01,Avg Temperature,54.96,45.14,32.4
2020-12-01,Min Temperature,52.0,41.37,28.0
2020-12-01,Dew Point,55.0,41.66,28.0
2020-12-01,Precipitation,0.0,0.0,0.0
2020-12-01,Snowdepth,0.0,0.0,0.0
2020-12-01,Wind,18.0,6.1,0.0
2020-12-01,Gust Wind,36.0,1.44,0.0
2020-12-01,Sea Level Pressure,30.28,29.55,28.6
2021-01-01,Max Temperature,57.0,44.74,32.0
2021-01-01,Avg Temperature,54.9,43.0,31.71
2021-01-01,Min Temperature,54.0,40.45,28.0
2021-01-01,Dew Point,54.0,38.95,27.0
2021-01-01,Precipitation,0.0,0.0,0.0
2021-01-01,Snowdepth,0.0,0.0,0.0
2021-01-01,Wind,21.0,7.0,0.0
2021-01-01,Gust Wind,38.0,2.69,0.0
2021-01-01,Sea Level Pressure,30.43,29.82,28.98
2021-02-01,Max Temperature,57.0,47.8,32.0
2021-02-01,Avg Temperature,56.29,46.39,32.0
2021-02-01,Min Temperature,55.0,44.0,30.0
2021-02-01,Dew Point,52.0,37.92,16.0
2021-02-01,Precipitation,0.0,0.0,0.0
2021-02-01,Snowdepth,0.0,0.0,0.0
2021-02-01,Wind,23.0,9.33,0.0
2021-02-01,Gust Wind,38.0,3.79,0.0
2021-02-01,Sea Level Pressure,30.6,29.88,29.34
2021-03-01,Max Temperature,68.0,54.0,43.0
2021-03-01,Avg Temperature,66.64,51.72,42.71
2021-03-01,Min Temperature,63.0,48.43,39.0
2021-03-01,Dew Point,50.0,40.02,25.0
2021-03-01,Precipitation,0.0,0.0,0.0
2021-03-01,Snowdepth,0.0,0.0,0.0
2021-03-01,Wind,25.0,9.73,1.0
2021-03-01,Gust Wind,41.0,2.46,0.0
2021-03-01,Sea Level Pressure,30.49,30.13,29.45
2021-04-01,Max Temperature,63.0,55.11,46.0
2021-04-01,Avg Temperature,60.73,52.28,44.93
2021-04-01,Min Temperature,57.0,48.3,37.0
2021-04-01,Dew Point,46.0,34.14,18.0
2021-04-01,Precipitation,0.0,0.0,0.0
2021-04-01,Snowdepth,0.0,0.0,0.0
2021-04-01,Wind,18.0,8.99,0.0
2021-04-01,Gust Wind,29.0,0.99,0.0
2021-04-01,Sea Level Pressure,30.46,30.14,29.6
2021-05-01,Max Temperature,73.0,59.0,52.0
2021-05-01,Avg Temperature,65.37,55.3,46.64
2021-05-01,Min Temperature,57.0,48.68,37.0
2021-05-01,Dew Point,57.0,44.08,27.0
2021-05-01,Precipitation,0.0,0.0,0.0
2021-05-01,Snowdepth,0.0,0.0,0.0
2021-05-01,Wind,31.0,10.51,0.0
2021-05-01,Gust Wind,49.0,4.78,0.0
2021-05-01,Sea Level Pressure,30.31,29.79,29.34
2021-06-01,Max Temperature,81.0,69.5,57.0
2021-06-01,Avg Temperature,73.19,63.97,54.84
2021-06-01,Min Temperature,63.0,54.4,45.0
2021-06-01,Dew Point,64.0,54.23,43.0
2021-06-01,Precipitation,0.0,0.0,0.0
2021-06-01,Snowdepth,0.0,0.0,0.0
2021-06-01,Wind,16.0,6.41,0.0
2021-06-01,Gust Wind,28.0,0.21,0.0
2021-06-01,Sea Level Pressure,30.31,30.02,29.69
2021-07-01,Max Temperature,84.0,72.39,64.0
2021-07-01,Avg Temperature,78.25,67.29,60.38
2021-07-01,Min Temperature,63.0,57.97,54.0
2021-07-01,Dew Point,66.0,57.61,46.0
2021-07-01,Precipitation,0.0,0.0,0.0
2021-07-01,Snowdepth,0.0,0.0,0.0
2021-07-01,Wind,24.0,7.58,0.0
2021-07-01,Gust Wind,37.0,0.96,0.0
2021-07-01,Sea Level Pressure,30.34,29.91,29.25
2021-08-01,Max Temperature,73.0,68.77,64.0
2021-08-01,Avg Temperature,68.11,63.81,60.44
2021-08-01,Min Temperature,63.0,56.19,46.0
2021-08-01,Dew Point,63.0,55.2,46.0
2021-08-01,Precipitation,0.0,0.0,0.0
2021-08-01,Snowdepth,0.0,0.0,0.0
2021-08-01,Wind,22.0,8.09,0.0
2021-08-01,Gust Wind,31.0,0.11,0.0
2021-08-01,Sea Level Pressure,30.37,29.99,29.34
2021-09-01,Max Temperature,81.0,69.67,59.0
2021-09-01,Avg Temperature,72.87,63.52,54.03
2021-09-01,Min Temperature,64.0,53.57,45.0
2021-09-01,Dew Point,64.0,55.13,41.0
2021-09-01,Precipitation,0.0,0.0,0.0
2021-09-01,Snowdepth,0.0,0.0,0.0
2021-09-01,Wind,23.0,5.8,0.0
2021-09-01,Gust Wind,41.0,0.65,0.0
2021-09-01,Sea Level Pressure,30.43,30.01,29.57
2021-10-01,Max Temperature,66.0,61.65,55.0
2021-10-01,Avg Temperature,63.94,56.55,48.85
2021-10-01,Min Temperature,63.0,48.65,37.0
2021-10-01,Dew Point,63.0,50.49,36.0
2021-10-01,Precipitation,0.0,0.0,0.0
2021-10-01,Snowdepth,0.0,0.0,0.0
2021-10-01,Wind,26.0,7.19,0.0
2021-10-01,Gust Wind,54.0,1.84,0.0
2021-10-01,Sea Level Pressure,30.43,29.93,29.01
2021-11-01,Max Temperature,59.0,52.2,41.0
2021-11-01,Avg Temperature,56.15,47.44,37.29
2021-11-01,Min Temperature,54.0,40.33,30.0
2021-11-01,Dew Point,55.0,42.06,23.0
2021-11-01,Precipitation,0.0,0.0,0.0
2021-11-01,Snowdepth,0.0,0.0,0.0
2021-11-01,Wind,28.0,5.63,0.0
2021-11-01,Gust Wind,52.0,1.58,0.0
2021-11-01,Sea Level Pressure,30.49,30.02,29.13
2021-12-01,Max Temperature,61.0,50.93,43.0
2021-12-01,Avg Temperature,56.74,47.72,37.21
2021-12-01,Min Temperature,55.0,42.7,25.0
2021-12-01,Dew Point,55.0,43.12,25.0
2021-12-01,Precipitation,0.0,0.0,0.0
2021-12-01,Snowdepth,0.0,0.0,0.0
2021-12-01,Wind,20.0,7.23,0.0
2021-12-01,Gust Wind,37.0,1.24,0.0
2021-12-01,Sea Level Pressure,30.66,29.87,29.07
